,0
IPouts,6.367744810668014
GS,-3.6683235487999197
RBI,3.420251878688543
G_bat,-3.0667072815851095
G_pit,-2.529481471197326
SO_pit,1.4958830341929017
ER,-1.3915712862833922
SV,1.2375893386121881
WinPct,1.2250277683559054
HR_pit,-0.7970414532237704
AB,0.7579158681985729
2B,0.6470574956930563
A,0.5769148672875714
PO,0.5570164687559676
HBP_pit,-0.5014296575095888
BB_pit,-0.4927138371160165
SB,0.45644173015009837
DP,-0.4458486690781696
H_pit,0.4049877409946901
G_fld,0.1751933732503722
